  0.000000000000E+00  0.125000000000E+00  0.468750004193E-03  0.375000003355E+00  0.468749999998E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.125000000000E+00  0.125000000000E+00  0.000000000000E+00  0.125000001118E+00  0.125000001118E+00  0.125000001118E+00  0.125000001118E+00  0.125000001118E+00  0.125000001118E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00
  0.400000000000E-01  0.124981250364E+00  0.468757800187E-03  0.375006240150E+00  0.468757795992E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124975003286E+00  0.124975003286E+00  0.124941569219E-04  0.124993671223E+00  0.124968762863E+00  0.124993747957E+00  0.124968762863E+00  0.124993823823E+00  0.124993747957E+00  0.249936727369E-04  0.249936727369E-04  0.499762667203E-04
  0.800000000000E-01  0.124962497293E+00  0.468921801622E-03  0.375137441298E+00  0.468921797426E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124937526534E+00  0.124937526534E+00  0.499415162440E-04  0.125012317315E+00  0.124912645380E+00  0.125012477013E+00  0.124912645380E+00  0.125012622733E+00  0.125012477013E+00  0.999687306091E-04  0.999687306091E-04  0.199760301279E-03
  0.120000000000E+00  0.124943734535E+00  0.469242160586E-03  0.375393728469E+00  0.469242156387E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124887602994E+00  0.124887602994E+00  0.112263082164E-03  0.125055921436E+00  0.124831919673E+00  0.125056186516E+00  0.124831919673E+00  0.125056380185E+00  0.125056186516E+00  0.224959819351E-03  0.224959819351E-03  0.449023297622E-03
  0.160000000000E+00  0.124924955829E+00  0.469719253634E-03  0.375775402907E+00  0.469719249431E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124825283356E+00  0.124825283356E+00  0.199344946086E-03  0.125124474924E+00  0.124727021590E+00  0.125124895670E+00  0.124727021590E+00  0.125125087808E+00  0.125124895670E+00  0.400059922149E-03  0.400059922149E-03  0.797288719111E-03
  0.200000000000E+00  0.124906154896E+00  0.470353679621E-03  0.376282943697E+00  0.470353675413E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124750635590E+00  0.124750635590E+00  0.311038612118E-03  0.125217977714E+00  0.124598548439E+00  0.125218645452E+00  0.124598548439E+00  0.125218745824E+00  0.125218645452E+00  0.625420882210E-03  0.625420882210E-03  0.124393430936E-02
  0.240000000000E+00  0.124887325425E+00  0.471146257053E-03  0.376917005642E+00  0.471146252838E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124663744714E+00  0.124663744714E+00  0.447161422287E-03  0.125336437388E+00  0.124447254517E+00  0.125337499796E+00  0.124447254517E+00  0.125337362094E+00  0.125337499796E+00  0.901254204947E-03  0.901254204947E-03  0.178819476697E-02
  0.280000000000E+00  0.124868461072E+00  0.472098021011E-03  0.377678416809E+00  0.472098016790E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124564712533E+00  0.124564712533E+00  0.607497077336E-03  0.125479867945E+00  0.124274045623E+00  0.125481547129E+00  0.124274045623E+00  0.125480950890E+00  0.125481547129E+00  0.122783211933E-02  0.122783211933E-02  0.242916504029E-02
  0.320000000000E+00  0.124849555444E+00  0.473210219677E-03  0.378568175741E+00  0.473210215446E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124453657320E+00  0.124453657320E+00  0.791796248061E-03  0.125648288282E+00  0.124079972656E+00  0.125650902289E+00  0.124079972656E+00  0.125649531375E+00  0.125650902289E+00  0.160548887290E-02  0.160548887290E-02  0.316580418931E-02
  0.360000000000E+00  0.124830602095E+00  0.474484310499E-03  0.379587448399E+00  0.474484306259E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124330713460E+00  0.124330713460E+00  0.999777271344E-03  0.125841720373E+00  0.123866224407E+00  0.125845708811E+00  0.123866224407E+00  0.125843125776E+00  0.125845708811E+00  0.203462222977E-02  0.203462222977E-02  0.399693975386E-02
  0.400000000000E+00  0.124811594518E+00  0.475921956071E-03  0.380737564857E+00  0.475921951820E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124196031056E+00  0.124196031056E+00  0.123112692432E-02  0.126060187122E+00  0.123634119676E+00  0.126066141583E+00  0.123634119676E+00  0.126061757239E+00  0.126066141583E+00  0.251569513568E-02  0.251569513568E-02  0.492127256176E-02
  0.440000000000E+00  0.124792526132E+00  0.477525019762E-03  0.382020015810E+00  0.477525015499E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.124049775498E+00  0.124049775498E+00  0.148550126955E-02  0.126303709903E+00  0.123385098828E+00  0.126312409887E+00  0.123385098828E+00  0.126305447364E+00  0.126312409887E+00  0.304923750879E-02  0.304923750879E-02  0.593738190664E-02
  0.480000000000E+00  0.124773390282E+00  0.479295561163E-03  0.383436448930E+00  0.479295556887E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.123892127001E+00  0.123892127001E+00  0.176252656367E-02  0.126572305751E+00  0.123120714934E+00  0.126584760801E+00  0.123120714934E+00  0.126574213396E+00  0.126584760801E+00  0.363584810932E-02  0.363584810932E-02  0.704373102361E-02
  0.520000000000E+00  0.124754180224E+00  0.481235831411E-03  0.384988665129E+00  0.481235827123E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.123723280113E+00  0.123723280113E+00  0.206180022157E-02  0.126865984249E+00  0.122842624621E+00  0.126883482999E+00  0.122842624621E+00  0.126868065107E+00  0.126883482999E+00  0.427619643584E-02  0.427619643584E-02  0.823867279169E-02
  0.560000000000E+00  0.124734889120E+00  0.483348268461E-03  0.386678614769E+00  0.483348264158E-03  0.232610000000E+03  0.000000000000E+00  0.000000000000E+00  0.123543443205E+00  0.123543443205E+00  0.238289182823E-02  0.127184744092E+00  0.122552578750E+00  0.127208910905E+00  0.122552578750E+00  0.127187001360E+00  0.127208910905E+00  0.497102459018E-02  0.497102459018E-02  0.952045559461E-02
